frame_id,prompt,cause,effect,link_type,strength
1,A gardener prunes roses with gardening shears,pruning,roses trimmed,causal,0.770
1,The mechanic wrench tightens loose bolts on a car,wrenching,bolts secure,causal,0.768
1,A child uses scissors to cut out paper shapes,using scissors,paper shapes cut,causal,0.755
1,The artist carves intricate designs with chisels and mallets,carving,designs carved,causal,0.715
1,A chef whips cream to the right consistency with a whisk,whisking,cream whipped,causal,0.748
1,The farmer uses a rake to collect and tidy leaves,raking,leaves collected,causal,0.724
1,A tinkerer assembles small parts with tweezers and glue,assembling,parts fitted,causal,0.714
1,The blacksmith hammers hot metal into desired shapes,hammering,metal shaped,causal,0.789
1,A seamstress sews a garment together with needle and thread,sewing,garment complete,causal,0.775
1,The handyman uses a level to ensure shelves are straight,using level,shelves level,causal,0.760
1,A potter shapes clay into functional ceramics,shaping clay,ceramics formed,causal,0.733
1,The mechanic uses pliers to grip and loosen stuck parts,using pliers,parts loosened,causal,0.717
1,A chef stirs batter with a spoon to mix ingredients smoothly,stirring,batter mixed,causal,0.750
1,The artist mixes paints on a palette with a brush,mixing paint,paints blended,causal,0.778
1,A handyman uses a saw to cut wood for furniture building,using saw,wood cut,causal,0.732
1,The engineer designs and builds a functional prototype,designing,prototype built,causal,0.721
1,A scientist uses pipettes to measure and mix solutions,using pipettes,solutions mixed,causal,0.732
1,The carpenter drives nails into place with a hammer,hammering,nails driven,causal,0.779
1,A seamstress uses scissors to cut fabric for garments,cutting fabric,fabric cut,causal,0.711
1,The artist glues small parts together with epoxy,gluing,parts glued,causal,0.719
1,A chef pours batter into a hot skillet to cook pancakes,pouring batter,pancakes cooked,causal,0.724
1,The farmer uses shears to trim and harvest hay,using shears,hay harvested,causal,0.757
1,A potter shapes clay into functional ceramic cups,shaping clay,cups formed,causal,0.722
1,The engineer uses a wrench to loosen stuck bolts,wrenching,bolts loosened,causal,0.746
1,A handyman builds a simple wooden birdhouse,building,birdhouse built,causal,0.775
1,A chef whips cream to stiff peaks with an electric mixer,whisking,cream whipped,causal,0.731
1,The artist carves intricate designs into wooden spoons,carving,designs carved,causal,0.766
1,A carpenter hammers nails into place for a sturdy frame,hammering,frame built,causal,0.749
1,The engineer uses calipers to measure and fit parts,using calipers,parts fitted,causal,0.774
1,A chef cooks pasta according to package instructions,cooking pasta,pasta cooked,causal,0.779
1,A seamstress sews a garment together with a sewing machine,sewing,garment complete,causal,0.737
1,The artist mixes colors on a palette with a brush,mixing paint,colors blended,causal,0.717
1,A handyman uses a drill to drive screws into wood,drilling,screws driven,causal,0.722
1,The engineer designs and builds a functional robotic arm,designing,robot built,causal,0.785
1,A chef stirs batter with a spatula to mix ingredients smoothly,stirring,batter mixed,causal,0.722
1,The artist glues small parts together with hot glue,gluing,parts glued,causal,0.750
1,A carpenter uses a level to ensure shelves are straight,using level,shelves level,causal,0.789
1,The engineer uses a wrench to tighten loose bolts on a car,wrenching,bolts secure,causal,0.772
1,A chef pours ingredients into a bowl with a spoon,pouring,ingredients combined,causal,0.729
1,The farmer uses shears to trim and harvest wheat,using shears,wheat harvested,causal,0.745
1,A potter shapes clay into functional ceramic mugs,shaping clay,mugs formed,causal,0.761
1,The handyman uses a saw to cut wood for furniture building,using saw,wood cut,causal,0.727
1,A chef whips cream with an electric mixer to stiff peaks,whisking,cream whipped,causal,0.769
1,The engineer uses calipers to measure and fit small parts,using calipers,parts fitted,causal,0.738
1,A screwdriver tightens loose screws on a wooden chair,using screwdriver,screws tighten,causal,0.761
1,A hammer drives nails into a wooden beam quickly,using hammer,nails drive in,causal,0.770
1,Tweezers carefully pluck a small insect from skin,using tweezers,insect removed,causal,0.719
1,A level ensures a shelf is perfectly horizontal,using level,shelf levels,causal,0.723
1,Pliers grip and bend a wire coat hanger into shape,using pliers,wire bends,causal,0.742
1,A file smooths rough edges on a metal rod,using file,edges smooth,causal,0.734
1,A brush paints vibrant colors onto a canvas,using brush,colors apply,causal,0.770
1,A saw cuts through thick wood with precision,using saw,wood cuts,causal,0.770
1,Gloves protect hands from sharp objects during DIY,wearing gloves,hands protected,causal,0.753
1,A measuring tape ensures accurate measurements,using measuring tape,measurements accurate,causal,0.740
1,A stapler binds papers together with ease,using stapler,papers bind,causal,0.766
1,A wrench loosens stuck bolts with minimal effort,using wrench,bolts loosen,causal,0.748
1,Chisels carve intricate designs into stone walls,using chisels,designs carved,causal,0.722
1,A drill drives screws quickly and accurately,using drill,screws drive in,causal,0.780
1,A paper cutter trims papers to precise sizes,using paper cutter,papers trim,causal,0.711
1,A tape measure ensures accurate measurements for building,using tape measure,measurements accurate,causal,0.784
1,A socket wrench loosens stubborn lug nuts,using socket wrench,lug nuts loosen,causal,0.746
1,A utility knife cuts through thick ropes with ease,using utility knife,ropes cut,causal,0.764
1,Goggles protect eyes from debris during sanding,wearing goggles,eyes protected,causal,0.787
1,A wire stripper removes insulation from electrical wires,using wire stripper,insulation removed,causal,0.765
1,A hole saw cuts through thick metal pipes with ease,using hole saw,pipes cut,causal,0.713
1,A putty knife smooths out rough surfaces on wood,using putty knife,surfaces smooth,causal,0.783
1,A can opener opens cans with minimal effort,using can opener,cans open,causal,0.761
1,A wire brush cleans rusty metal pipes with ease,using wire brush,pipes clean,causal,0.786
1,A scraper removes old adhesives from surfaces,using scraper,adhesives removed,causal,0.745
1,A punch awl makes precise holes in leather,using punch awl,holes made,causal,0.783
1,A plane smooths out rough wood surfaces with precision,using plane,surfaces smooth,causal,0.779
1,A socket set drives screws quickly and accurately,using socket set,screws drive in,causal,0.737
1,A plier grips and bends small metal parts with ease,using pliers,parts bend,causal,0.731
1,A drill press drives screws accurately and precisely,using drill press,screws drive in,causal,0.718
1,A screwdriver tightens loose screws on a rusty gate,using screwdriver,screws tighten,causal,0.762
1,A utility knife cuts through thick cardboard boxes,using utility knife,boxes cut,causal,0.741
1,A wire nut connects electrical wires with ease,using wire nut,wires connect,causal,0.772
1,A measuring tape ensures accurate measurements for building,using measuring tape,measurements accurate,causal,0.770
1,A staple gun binds papers together with ease,using staple gun,papers bind,causal,0.769
1,Pliers grip and bend small metal parts with ease,using pliers,parts bend,causal,0.757
1,A hammer drives nails into wood with precise taps,hammering,nails enter wood,causal,0.726
1,Pliers grip a pipe securely for twisting off,using pliers,pipe twists off,causal,0.737
1,A saw cuts through dry wood with smooth strokes,sawing,wood cuts,causal,0.765
1,Tongs hold a hot metal rod safely for bending,using tongs,rod bends,causal,0.724
1,A level measures the slope of a floor precisely,reading level,floor is levelled,causal,0.754
1,Vise grips hold an object firmly for drilling,using vise,object drills,causal,0.804
1,A screwdriver drives screws into wood with ease,screwdriving,screws enter wood,causal,0.777
1,Pencils sharpen to a point for precise writing,sharpening pencils,pencils are sharp,causal,0.711
1,A can opener cuts through tin cans with ease,using can opener,can opens,causal,0.718
1,Gloves protect hands from rough wood surfaces,wearing gloves,hands are protected,causal,0.718
1,A mallet taps a chisel to shape stone precisely,malleting and chiseling,stone is shaped,causal,0.746
1,Tweezers pluck small objects from tight spaces,using tweezers,objects are retrieved,causal,0.728
1,A wrench loosens stuck bolts with gentle turns,wrenching,bolts loosen,causal,0.733
1,Rulers measure lengths accurately for drawing,using ruler,lengths are measured,causal,0.725
1,A drill bit creates a precise hole in wood,drilling,hole is created,causal,0.712
1,Pliers grip small objects securely for bending,using pliers,objects bend,causal,0.717
1,A file smooths rough edges on metal surfaces,filing,edges are smooth,causal,0.785
1,Tongs hold a hot kettle safely for pouring,using tongs,kettle pours,causal,0.763
1,A measuring tape stretches to measure long distances,using measuring tape,distances are measured,causal,0.777
1,A wrench loosens stuck pipes with firm turns,wrenching,pipes loosen,causal,0.786
1,Spatulas scrape and flip food in a pan,using spatula,food is cooked,causal,0.761
1,Goggles protect eyes from chemical splashes,wearing goggles,eyes are protected,causal,0.767
1,A socket set drives bolts with precision and ease,using socket set,bolts drive,causal,0.720
1,Pliers grip small objects securely for twisting,using pliers,objects twist,causal,0.779
1,A hammer taps nails into wood with precise blows,hammering,nails enter wood,causal,0.720
1,Razor blades cut through paper with smooth strokes,using razor blade,paper cuts,causal,0.763
1,Tongs hold a hot pan safely for serving,using tongs,pan serves,causal,0.782
1,A level measures the slope of a roof precisely,reading level,roof is levelled,causal,0.755
1,A screwdriver drives screws into metal with ease,screwdriving,screws enter metal,causal,0.787
1,A vise holds an object firmly for drilling,using vise,object drills,causal,0.822
1,Gloves protect hands from rough stone surfaces,wearing gloves,hands are protected,causal,0.766
1,A chisel taps a hammer to shape wood precisely,chiseling and hammering,wood is shaped,causal,0.730
1,A wrench loosens stuck wheels with firm turns,wrenching,wheels loosen,causal,0.747
1,A drill bit creates a precise hole in metal,drilling,hole is created,causal,0.785
1,A saw cuts through wood with smooth strokes,sawing,wood cuts,causal,0.761
1,Pencils sharpen to a point for precise drawing,sharpening pencils,pencils are sharp,causal,0.784
1,Cutting paper with scissors makes precise edges for a craft project,using scissors,paper is cut precisely,causal,0.732
1,A hammer drives nails into wood securely with a few taps,using hammer,nails are driven in securely,causal,0.744
1,A funnel pours liquid soap into a small container without spilling,using funnel,liquid soap enters container cleanly,causal,0.782
1,Tightening a screwdriver turns a loose screw back into place,tightening screwdriver,screw is tightened,causal,0.772
1,A level measures the angle of a wall perfectly for hanging art,using level,angle is measured accurately,causal,0.736
1,Sanding wood smoothens rough edges with gentle strokes,sanding,wood becomes smooth,causal,0.723
1,A pliers grips small objects securely for handling delicate tasks,using pliers,objects are gripped securely,causal,0.716
1,Pumping a bicycle tire makes it inflate to the correct pressure,pumping bicycle tire,tire is inflated correctly,causal,0.772
1,A saw cuts through thick wood with slow and steady strokes,using saw,wood is cut through,causal,0.741
1,Tweezers carefully grasp small objects for precision handling,using tweezers,objects are grasped precisely,causal,0.737
1,A wrench loosens a stubborn bolt with extra force applied,using wrench,bolt is loosened,causal,0.715
1,Measuring cups accurately dispense ingredients for baking,using measuring cups,ingredients are measured accurately,causal,0.786
1,A pair of forceps grips delicate objects securely without crushing,using forceps,objects are gripped securely,causal,0.731
1,Screws drive into wood with a drill bit for sturdy construction,drilling screws,screws are driven in,causal,0.745
1,A tape measure stretches to reach distant points on a map,using tape measure,distances are measured accurately,causal,0.749
1,Pliers bend wire into desired shapes for crafting,using pliers,wire is bent,causal,0.784
1,A stapler binds papers together with strong staples,using stapler,papers are bound,causal,0.809
1,Tapping a hammer drives nails into wood for framing,using hammer,nails are driven in,causal,0.724
1,A level ensures shelves are installed perfectly level,using level,shelves are installed level,causal,0.749
1,Cutting a rope with scissors frees a stuck object,cutting rope,object is freed,causal,0.722
1,A funnel pours small parts into a container without spilling,using funnel,parts enter container cleanly,causal,0.771
1,Sanding stone smooths rough surfaces with gentle strokes,sanding,surface is smoothed,causal,0.727
1,A wrench loosens a stuck nut with extra force applied,using wrench,nut is loosened,causal,0.761
1,Measuring spoons accurately dispense ingredients for cooking,using measuring spoons,ingredients are measured accurately,causal,0.783
1,A saw cuts through metal pipe with slow and steady strokes,using saw,pipe is cut through,causal,0.767
1,Pliers grip small objects securely for handling delicate tasks,using pliers,objects are gripped securely,causal,0.718
1,Cutting a wire with scissors frees a stuck object,cutting wire,object is freed,causal,0.716
1,A funnel pours small objects into a container without spilling,using funnel,objects enter container cleanly,causal,0.756
1,Screws drive into metal with a drill bit for sturdy construction,drilling screws,screws are driven in,causal,0.730
1,A level measures the angle of a roof perfectly for installing shingles,using level,angle is measured accurately,causal,0.746
1,Pumping a bicycle tire makes it deflate to the correct pressure,pumping bicycle tire,tire is deflated correctly,causal,0.782
1,Measuring a room with tape measure ensures accurate dimensions,using tape measure,dimensions are measured accurately,causal,0.722
1,A wrench loosens a stuck bolt with extra force applied,using wrench,bolt is loosened,causal,0.761
1,A funnel pours liquid into a small container without spilling,using funnel,liquid enters container cleanly,causal,0.785
1,A hammer taps nails home quickly and firmly into wood,using hammer,nails secure,causal,0.803
1,Pliers carefully bend a wire into precise shape,using pliers,wire bends,causal,0.731
1,A level ensures shelves stand straight and sturdy,using level,shelves align,causal,0.766
1,Tweezers delicately grasp small objects with precision,using tweezers,objects held,causal,0.782
1,A screwdriver turns screws into place efficiently,using screwdriver,screws secure,causal,0.756
1,Measuring cups accurately dispense liquids for recipes,using measuring cups,liquids measured,causal,0.751
1,A wrench loosens stubborn bolts with gentle force,using wrench,bolts loosen,causal,0.785
1,"Scissors cut paper sheets into precise, uniform shapes",using scissors,paper cuts,causal,0.749
1,A mallet taps chisels to shape wood smoothly,using mallet,wood shapes,causal,0.745
1,Pencil sharpeners quickly whittle down dull leads,using pencil sharpener,leads sharpened,causal,0.778
1,A can opener efficiently pierces tin cans,using can opener,cans open,causal,0.772
1,A saw cuts through thick rope with precision,using saw,rope cuts,causal,0.773
1,Rulers measure distances accurately and precisely,using ruler,distances measured,causal,0.753
1,A paintbrush smoothly applies coats of color,using paintbrush,paint applied,causal,0.710
1,Spatulas carefully fold and scrape ingredients,using spatula,ingredients mixed,causal,0.786
1,A drill drives screws into wood quickly and securely,using drill,screws secure,causal,0.775
1,Tongs delicately grasp hot utensils with care,using tongs,utensils grasped,causal,0.749
1,A file smooths out rough edges on metal,using file,edges smoothed,causal,0.755
1,A measuring tape accurately measures long distances,using measuring tape,distances measured,causal,0.785
1,Gloves protect hands from harsh chemicals and abrasion,wearing gloves,hands protected,causal,0.739
1,A chisel carves intricate designs into stone,using chisel,designs carved,causal,0.765
1,A pipe wrench twists and loosens stubborn pipes,using pipe wrench,pipes loosen,causal,0.742
1,A pastry brush spreads butter evenly on croissants,using pastry brush,butter spread,causal,0.761
1,A level ensures walls stand plumb and secure,using level,walls align,causal,0.787
1,Tongs carefully lift hot cooking pans with care,using tongs,pans lifted,causal,0.717
1,A socket wrench tightens loose bolts efficiently,using socket wrench,bolts tighten,causal,0.753
1,A paper cutter trims edges of documents with precision,using paper cutter,edges trimmed,causal,0.787
1,Goggles protect eyes from debris and dust,wearing goggles,eyes protected,causal,0.716
1,A utility knife cuts through thick fabric with ease,using utility knife,fabric cuts,causal,0.747
1,A miter saw accurately bevels cut edges of wood,using miter saw,edges beveled,causal,0.771
1,A funnel pours liquids into small containers smoothly,using funnel,liquids flow,causal,0.762
1,Pliers grip and bend wire into precise shapes,using pliers,wire bends,causal,0.724
1,A stapler quickly attaches papers together,using stapler,papers bound,causal,0.713
1,Gloves protect hands from rough surfaces and abrasion,wearing gloves,hands protected,causal,0.741
1,A drill press accurately drills precise holes in wood,using drill press,holes drilled,causal,0.725
1,Tweezers grasp and place small objects with precision,using tweezers,objects placed,causal,0.766
1,A jigsaw cuts through curved surfaces with ease,using jigsaw,curves cut,causal,0.782
1,A sander smooths out rough wood surfaces quickly,using sander,wood smooths,causal,0.760
1,Pencils draw precise lines and shapes with ease,using pencils,lines drawn,causal,0.739
1,A level ensures floors stand level and secure,using level,floors align,causal,0.717
1,Spatulas carefully scrape and mix ingredients together,using spatula,ingredients mixed,causal,0.761
1,A tape measure accurately measures long distances,using tape measure,distances measured,causal,0.769
1,Goggles protect eyes from chemical splashes and spills,wearing goggles,eyes protected,causal,0.721
1,A chisel carves intricate designs into metal,using chisel,designs carved,causal,0.725
1,A wrench loosens stuck bolts with gentle force,using wrench,bolts loosen,causal,0.768
1,Scissors cut through thick rope with precision,using scissors,rope cuts,causal,0.757
1,A sawzall quickly cuts through thick metal pipes,using sawzall,pipes cut,causal,0.749
1,Tongs carefully lift and place hot cooking utensils,using tongs,utensils placed,causal,0.715
1,A paint roller smoothly applies coats of color,using paint roller,paint applied,causal,0.753
1,Pliers grip and shape metal into precise forms,using pliers,metal shaped,causal,0.735
1,A chisel removes old grout from between tiles,using chisel,old grout removed,causal,0.753
1,Tweezers carefully pluck a small tick from skin,using tweezers,tick removed,causal,0.777
1,A hammer taps nails into wooden beams with precision,using hammer,nails secure,causal,0.746
1,Pliers bend a wire hanger into a useful shape,using pliers,wire shaped,causal,0.790
1,A level ensures the shelf is perfectly aligned,using level,shelf level,causal,0.713
1,A screwdriver turns a stubborn screw loose,using screwdriver,screw loosened,causal,0.714
1,A trowel spreads new mortar between old bricks,using trowel,mortar applied,causal,0.773
1,Vise grips hold a heavy pipe in place securely,using vise grips,pipe held,causal,0.763
1,A mallet taps a chisel to remove old stone,using mallet and chisel,stone removed,causal,0.719
1,Clippers trim long grass with ease and speed,using clippers,grass trimmed,causal,0.775
1,A file smooths out a rough metal edge,using file,edge smoothed,causal,0.763
1,Prying tools gently open a stubborn jar,using prying tools,jar opens,causal,0.707
1,A scraper removes old paint from a wooden surface,using scraper,paint removed,causal,0.764
1,Tongs carefully grasp and move hot metal pieces,using tongs,metal moved,causal,0.780
1,A wrench loosens a stubborn bolt with effort,using wrench,bolt loosened,causal,0.722
1,A measuring tape accurately measures the room,using measuring tape,room measured,causal,0.756
1,A sledgehammer breaks up old concrete with force,using sledgehammer,concrete broken,causal,0.784
1,A utility knife cuts through a thick rope with ease,using utility knife,rope cut,causal,0.713
1,Gloves protect hands while working with sharp tools,wearing gloves,hands protected,causal,0.721
1,A putty knife spreads new adhesive smoothly on wood,using putty knife,adhesive applied,causal,0.762
1,A socket wrench drives a bolt in with precision,using socket wrench,bolt driven,causal,0.748
1,A saw blade cuts through thick plywood with ease,using saw,plywood cut,causal,0.783
1,A funnel pours liquid into a narrow container,using funnel,liquid poured,causal,0.714
1,Tamping tools compact loose soil with care,using tamping tools,soil compacted,causal,0.766
1,A crowbar leverages a stuck car door open,using crowbar,door opened,causal,0.720
1,A drill bit creates precise holes in metal sheets,using drill bit,holes created,causal,0.724
1,A tape measure accurately measures a long room,using tape measure,room measured,causal,0.714
1,Gauges ensure a pipe is properly sized for installation,using gauges,pipe installed correctly,causal,0.735
1,A level ensures the floor is perfectly horizontal,using level,floor level,causal,0.773
1,Pliers bend a metal rod into a useful shape,using pliers,rod shaped,causal,0.746
1,Tongs carefully grasp and move hot metal objects,using tongs,metal moved,causal,0.724
1,A utility knife cuts through thick cardboard box,using utility knife,box cut,causal,0.757
1,Tweezers carefully pluck small objects from fabric,using tweezers,objects removed,causal,0.775
1,A carpenter taps nails into place with a gentle hammer stroke,using hammer,nails tap into place,causal,0.719
1,A chef carefully pours soup into bowls using a spout,using pouring device,soup flows into bowls,causal,0.750
1,A mechanic adjusts a loose bolt with a wrench and torque,using wrench,bolt tightens,causal,0.774
1,Kids use scissors to cut out shapes from colorful construction paper,using scissors,paper is cut into shapes,causal,0.728
1,A gardener waters plants with a watering can and gentle stream,using watering can,plants receive water,causal,0.774
1,An artist mixes paints on a palette with a spatula,using spatula,paints are mixed,causal,0.744
1,A student uses a protractor to measure an angle in math class,using protractor,angle is measured,causal,0.775
1,A carpenter taps nails into place with a mallet and chisel,using hammer and chisel,nails tap into place,causal,0.789
1,A chef expertly chops vegetables with a sharp knife,using knife,vegetables are chopped,causal,0.764
1,A mechanic uses pliers to grip and twist a stubborn bolt,using pliers,bolt loosens,causal,0.736
1,Kids build with blocks using a special block-stacker tool,using block-stacker,blocks are stacked,inhibits,0.738
1,A gardener uses pruning shears to trim overgrown shrubs,using pruning shears,shrubs are trimmed,causal,0.756
1,An artist dabs paint onto a canvas with a small brush,using brush,paint is applied,causal,0.721
1,A student uses a ruler to draw straight lines in math class,using ruler,lines are drawn,causal,0.777
1,A carpenter hammers nails into place with a nail gun,using nail gun,nails tap into place,causal,0.773
1,A chef uses a garlic press to release minced garlic,using garlic press,garlic is released,causal,0.771
1,A mechanic uses a socket wrench to loosen stuck lug nuts,using socket wrench,lug nuts loosen,causal,0.757
1,Kids use tweezers to pick up small toys and puzzle pieces,using tweezers,small objects are picked up,causal,0.737
1,A gardener uses a trowel to plant seeds in the garden,using trowel,seeds are planted,causal,0.720
1,An artist blends colors on a palette with a blending stick,using blending stick,colors blend,causal,0.721
1,A student uses a calculator to solve math problems quickly,using calculator,problems are solved,causal,0.743
1,A carpenter uses a saw to cut through thick wood,using saw,wood is cut,causal,0.766
1,A chef expertly whips cream with an electric mixer,using mixer,cream is whipped,causal,0.754
1,A mechanic uses a drill press to create precise holes,using drill press,holes are created,causal,0.745
1,Kids use tongs to pick up hot cookies from the oven,using tongs,cookies are picked up,causal,0.784
1,A gardener uses a cultivator to loosen compacted soil,using cultivator,soil is loosened,causal,0.713
1,An artist uses a palette knife to spread thick paint,using palette knife,paint spreads,causal,0.718
1,A student uses a compass to draw circles in math class,using compass,circles are drawn,causal,0.778
1,A carpenter hammers nails into place with a sledgehammer,using sledgehammer,nails tap into place,causal,0.759
1,A chef uses a food processor to chop ingredients quickly,using food processor,ingredients are chopped,causal,0.772
1,A mechanic uses a impact wrench to loosen stuck lug nuts,using impact wrench,lug nuts loosen,causal,0.711
1,Kids use a magnifying glass to examine small insects,using magnifying glass,insects are examined,causal,0.749
1,A gardener uses a rake to spread mulch evenly,using rake,mulch is spread,causal,0.711
1,An artist mixes colors on a palette with a pipette,using pipette,colors are mixed,causal,0.724
1,A chef expertly pours batter into a cake pan using a spatula,using spatula,batter is poured,causal,0.717
1,A screwdriver twists loose screws into place easily,using screwdriver,screws tighten,causal,0.762
1,Pliers grip small objects securely without slipping,using pliers,objects held firmly,causal,0.781
1,A hammer taps nails into a wooden beam smoothly,using hammer,nails settle in place,causal,0.743
1,Tweezers carefully grasp small parts without dropping,using tweezers,parts handled gently,causal,0.775
1,A level helps find perfectly horizontal surfaces easily,using level,surfaces align correctly,enables,0.702
1,Pruning shears cut through thick vines with ease,using pruning shears,vines trimmed neatly,causal,0.765
1,A wrench turns stubborn bolts loose quickly,using wrench,bolts loosen,causal,0.726
1,Vise grips hold large objects steady without shifting,using vise grip,objects stabilized,causal,0.761
1,A saw cuts through thick wood quickly and smoothly,using saw,wood cut neatly,causal,0.752
1,Tongs grasp hot objects safely without burning skin,using tongs,objects handled carefully,causal,0.743
1,A measuring tape accurately measures room dimensions,using measuring tape,dimensions recorded precisely,causal,0.785
1,Pliers shape metal wire into desired shapes easily,using pliers,wire molded correctly,causal,0.759
1,A funnel pours liquids smoothly into a narrow bottle,using funnel,liquids enter bottle neatly,causal,0.713
1,A ratchet tightens loose bolts securely quickly,using ratchet,bolts tightened firmly,causal,0.724
1,Screwdrivers drive screws into place with precision,using screwdriver,screws settle in place,causal,0.750
1,Tin snips cut through thin metal sheets efficiently,using tin snips,metal cut neatly,causal,0.786
1,A level ensures surfaces are perfectly horizontal,using level,surfaces align correctly,causal,0.760
1,Pliers grip small objects securely without crushing,using pliers,objects handled carefully,causal,0.773
1,A utility knife cuts through thick rope quickly,using utility knife,rope cut neatly,causal,0.738
1,Pruning shears trim bushes to desired shapes,using pruning shears,bushes trimmed correctly,causal,0.710
1,Tweezers grasp small parts without dropping them,using tweezers,parts handled gently,causal,0.729
1,A hammer taps nails into wooden boards smoothly,using hammer,nails tap in,causal,0.719
1,Tweezers carefully pluck a small stone from soil,using tweezers,stone removed,causal,0.752
1,A saw cuts through dry wood with precision,using saw,wood cut,causal,0.718
1,A funnel pours water from a bucket into a tank,using funnel,water enters tank,causal,0.739
1,A screwdriver turns screws in a wooden box,using screwdriver,screws turn,causal,0.771
1,Pliers grip and bend a metal wire into shape,using pliers,wire bent,causal,0.753
1,A tape measure measures the length of a long board,using tape measure,board measured,causal,0.728
1,A wrench loosens a stuck bolt with ease,using wrench,bolt loosens,causal,0.772
1,Shears cut through tangled hair with care,using shears,hair cut,causal,0.763
1,A level ensures a shelf is perfectly aligned,using level,shelf aligned,causal,0.732
1,Nippers trim long grass with precision,using nippers,grass trimmed,causal,0.725
1,A ratchet tightens loose screws securely,using ratchet,screws tightened,causal,0.774
1,Tongs grasp and lift a hot metal rod carefully,using tongs,rod lifted,causal,0.765
1,A drill makes precise holes in a wooden beam,using drill,holes drilled,causal,0.787
1,A stapler binds papers together securely,using stapler,papers bound,causal,0.748
1,Pliers grip and twist a stubborn bolt loose,using pliers,bolt loosened,causal,0.724
1,Tweezers carefully remove a splinter from skin,using tweezers,splinter removed,causal,0.764
1,A wrench tightens loose pipes under pressure,using wrench,pipes tightened,causal,0.713
1,Nippers trim a thick vine with precision,using nippers,vine trimmed,causal,0.762
1,A chisel shapes a rough block of stone neatly,using chisel,stone shaped,inhibits,0.683
1,A hammer taps nails into place firmly,using hammer,nails tapped in,causal,0.785
1,A screwdriver turns screws in a metal box,using screwdriver,screws turned,causal,0.737
1,Tongs grasp and lift a hot kettle carefully,using tongs,kettle lifted,causal,0.774
1,A saw cuts through thick ice with ease,using saw,ice cut,causal,0.771
1,A funnel pours oil from a bottle into a tank,using funnel,oil enters tank,causal,0.713
1,Pliers grip and bend a thin wire into shape,using pliers,wire bent,causal,0.769
1,A tape measure measures the width of a narrow beam,using tape measure,beam measured,causal,0.784
1,A wrench loosens stuck lug nuts on a wheel,using wrench,lug nuts loosened,causal,0.724
1,Shears cut through tangled hair with precision,using shears,hair cut,causal,0.773
1,Nippers trim long branches from a tree,using nippers,branches trimmed,causal,0.749
1,Carpenter hammers nail into wooden beam with precision,hammering,nail enters beam,causal,0.719
1,A screwdriver drives screws quickly and accurately,using screwdriver,screws driven,causal,0.782
1,Pencil sharpener helps create a precise point easily,using pencil sharpener,pencil sharpened,enables,0.698
1,Ratchet wrench loosens stubborn bolt with ease,using ratchet wrench,bolt loosened,causal,0.757
1,Tongs lift fragile glassware with care and precision,using tongs,glassware lifted,causal,0.736
1,Pliers grip small object securely for manipulation,using pliers,object gripped,causal,0.726
1,Saw cuts through dry wood with smooth efficiency,using saw,wood cut,causal,0.764
1,Funnel pours liquid smoothly into a container,using funnel,liquid enters container,causal,0.736
1,Level ensures shelf is perfectly horizontal,using level,shelf leveled,causal,0.772
1,Wrench tightens loose pipe with a satisfying click,using wrench,pipe tightened,causal,0.736
1,Spatula scrapes sticky residue from cooking surface,using spatula,residue scraped away,causal,0.718
1,Tape measure accurately measures room dimensions,using tape measure,room measured,causal,0.769
1,Pliers bend metal wire into desired shape,using pliers,wire bent,causal,0.780
1,Lever lifts heavy crate with minimal effort,using lever,crate lifted,causal,0.790
1,Drill bit creates precise hole in wooden block,using drill bit,hole created,inhibits,0.678
1,Screwdriver assembles furniture with ease,using screwdriver,furniture assembled,causal,0.748
1,Can opener efficiently opens tin can,using can opener,can opened,causal,0.749
1,Garden trowel plants seeds in prepared soil,using garden trowel,seeds planted,causal,0.781
1,Tape dispenser holds tape securely for use,using tape dispenser,tape held,causal,0.722
1,Ruler measures distance between two points,using ruler,distance measured,causal,0.784
1,Wire cutters trim excess wire with precision,using wire cutters,wire trimmed,causal,0.746
1,Pliers grip and bend small metal object,using pliers,object bent,causal,0.741
1,Saw blade cuts through thick rope with ease,using saw blade,rope cut,causal,0.721
1,Funnels pour liquid smoothly into a container,using funnel,liquid enters container,causal,0.768
1,Ratchet wrench tightens loose bolt with ease,using ratchet wrench,bolt tightened,causal,0.761
1,Pencil sharpener creates a precise point easily,using pencil sharpener,pencil sharpened,causal,0.788
1,Tapping a nail with a hammer drives it into wood,hammering,nail driven,causal,0.726
1,A screwdriver twists screws tightly into wooden boards,using screwdriver,screws tightened,causal,0.760
1,Sanding down rough edges with a file smooths the wood,using file,edges smoothed,causal,0.765
1,Cutting a rope with scissors releases its tension,cutting rope,tension released,causal,0.715
1,Pouring liquid into a measuring cup fills it precisely,pouring,cup filled,causal,0.721
1,A plier grips and bends a wire into shape,using plier,wire bent,causal,0.778
1,Turning a wrench loosens stuck parts with ease,wrenching,parts loosened,causal,0.747
1,Flipping pages with a booklight reads text easily,using booklight,text read,causal,0.724
1,A level tool ensures surfaces are perfectly straight,using level,surfaces aligned,causal,0.737
1,Cutting paper with scissors creates clean edges,cutting paper,edges clean,causal,0.781
1,Tightening a bolt with an Allen wrench secures it firmly,using Allen wrench,bolt tightened,causal,0.798
1,A saw cuts through wood to create a precise joint,using saw,joint precise,causal,0.773
